,ECG_R_Peaks,ECG_S_Peaks,ECG_R_Offsets,ECG_T_Peaks,ECG_Q_Peaks,ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_T_Onsets,ECG_T_Offsets
15,0.3264781491002573,0.3804627249357334,0.44815766923736206,0.8654670094258783,0.2690659811482434,0.13710368466152542,0.0,0.24764353041988135,0.6940874035989723,1.0
16,0.32647814910025885,0.381319622964869,0.44901456726649464,0.8671808054841494,0.2690659811482434,0.1345329905741217,0.0,0.24507283633247764,0.6958011996572404,1.0
17,0.32342954159592624,0.37691001697792875,0.44397283531409243,0.8658743633276756,0.26740237691001567,0.13582342954159637,0.0,0.24533106960950646,0.696095076400681,1.0
18,0.3126050420168072,0.36470588235293977,0.40672268907562953,0.8705882352941174,0.25714285714285545,0.12436974789915964,0.0,0.2327731092436958,0.7067226890756295,1.0
19,0.2924606462303242,0.34299917149958675,0.4084507042253507,0.8690969345484664,0.2377796188898085,0.11019055509527675,0.0,0.21706710853355451,0.7033968516984256,1.0
20,0.29828660436136945,0.34735202492211886,0.40576323987538926,0.8450155763239866,0.24766355140186977,0.1246105919003114,0.0,0.2250778816199384,0.7024922118380057,1.0
21,0.3397683397683408,0.3996138996138985,0.4758687258687255,0.9623552123552143,0.2731660231660215,0.12258687258687177,0.0,0.24710424710424786,0.7693050193050215,1.0
22,0.326424870466322,0.37996545768566375,0.42918825561312685,0.8393782383419687,0.259930915371329,0.13816925734024219,0.0,0.24956822107081045,0.6666666666666666,1.0
23,0.2971962616822442,0.3570093457943938,0.43084112149532894,0.8766355140186936,0.23177570093458041,0.09345794392523495,0.0,0.21401869158878756,0.689719626168227,1.0
24,0.306691449814128,0.3652416356877328,0.43866171003717574,0.8921933085501862,0.23698884758364538,0.11245353159851502,0.0,0.23234200743494413,0.7063197026022316,1.0
25,0.31207729468599066,0.37294685990338083,0.44927536231884035,0.9478260869565232,0.24251207729468713,0.1130434782608704,0.0,0.23768115942029197,0.7545893719806785,1.0
26,0.25681255161023897,0.3080099091659789,0.3732452518579694,0.8356729975227074,0.19900908340214638,0.0809248554913285,0.0,0.18744838976052844,0.6928158546655663,1.0
27,0.2940711462450591,0.34308300395256985,0.4055335968379458,0.8482213438735178,0.2411067193675886,0.12648221343873522,0.0,0.22845849802371648,0.6901185770750994,1.0
28,0.30249396621078084,0.35237329042638627,0.4159292035398219,0.8664521319388575,0.24859211584875343,0.12872083668543835,0.0,0.23250201126307402,0.7055510860820574,1.0
29,0.3068181818181821,0.35633116883116905,0.41558441558441617,0.875,0.2516233766233786,0.12987012987013005,0.0,0.2345779220779234,0.7126623376623381,1.0
30,0.3085808580858106,0.35891089108911084,0.3960396039603965,0.8745874587458766,0.25412541254125404,0.13201320132013217,0.0,0.23844884488448972,0.7112211221122129,1.0
31,0.31307243963363657,0.3646960865945035,0.43047460449625247,0.8709408825978342,0.25978351373854913,0.13322231473771862,0.0,0.24063280599500234,0.7277268942547863,1.0
32,0.3182579564489097,0.3701842546063645,0.41876046901172437,0.869346733668337,0.2638190954773874,0.13400335008375192,0.0,0.24204355108877793,0.7018425460636508,1.0
33,0.3210084033613434,0.3722689075630241,0.42016806722689154,0.8697478991596627,0.26554621848739757,0.13445378151260243,0.0,0.24285714285714458,0.7252100840336144,1.0
34,0.3204047217537964,0.37352445193928996,0.4401349072512635,0.8726812816188841,0.26559865092748547,0.13490725126475261,0.0,0.24367622259696584,0.7040472175379434,1.0
35,0.3169907016060863,0.37024513947591076,0.4370245139475935,0.8706677937447179,0.26289095519864747,0.13524936601859391,0.0,0.24429416737109172,0.7016060862214695,1.0
36,0.3173803526448357,0.36775818639798613,0.4340890008396322,0.8706968933669159,0.2628043660789267,0.13434089000839913,0.0,0.24265323257766655,0.7027707808564244,1.0
37,0.31447587354409373,0.3652246256239607,0.43094841930116595,0.8727121464226298,0.26123128119800376,0.13311148086522198,0.0,0.24043261231281357,0.7063227953410964,1.0
38,0.3147377185678601,0.3646960865945005,0.4304746044962495,0.8709408825978342,0.2606161532056579,0.13322231473771567,0.0,0.24063280599499937,0.7044129891756837,1.0
39,0.31426202321724445,0.36484245439469626,0.4038142620232178,0.8731343283582104,0.26119402985074963,0.1326699834162548,0.0,0.2396351575456059,0.7072968490878934,1.0
40,0.3137417218543032,0.3634105960264906,0.4288079470198687,0.8725165562913936,0.25910596026490296,0.13245033112583104,0.0,0.23923841059602802,0.7168874172185437,1.0
41,0.31379025598678845,0.3633360858794408,0.4285714285714311,0.8744838976052847,0.25928984310487085,0.13212221304707097,0.0,0.23864574731626767,0.7093311312964474,1.0
42,0.31426202321725033,0.36567164179104594,0.409618573797677,0.8714759535655052,0.2587064676616948,0.1326699834162548,0.0,0.2396351575456059,0.7271973466003319,1.0
43,0.31670822942643334,0.36907730673316835,0.4081463009143794,0.8736492103075639,0.26184538653366923,0.1330008312551981,0.0,0.24023275145469722,0.7265170407315047,1.0
44,0.3168482816429177,0.3679798826487853,0.43419949706622096,0.8700754400670566,0.2615255658005014,0.13411567476948608,0.0,0.24224643755238465,0.702430846605199,1.0
45,0.31799163179916523,0.3690376569037677,0.41171548117154577,0.8702928870292878,0.26276150627615064,0.1330543933054384,0.0,0.2410041841004156,0.7029288702928898,1.0
46,0.31760741364784845,0.36899747262004734,0.41196293176073984,0.8711036225779284,0.26537489469250075,0.13479359730412546,0.0,0.24347093513057705,0.7026116259477656,1.0
47,0.30612244897959084,0.357142857142858,0.42431972789115774,0.8715986394557796,0.25085034013605545,0.12074829931973026,0.0,0.2304421768707486,0.7032312925170041,1.0
48,0.3149540517961584,0.3659147869674197,0.43191311612364397,0.870509607351712,0.2598162071846276,0.13366750208855158,0.0,0.24143692564745264,0.7034252297410165,1.0
49,0.3161397670549111,0.366888519134778,0.4326123128119833,0.8735440931780415,0.2620632279534154,0.1331114808652279,0.0,0.24043261231281357,0.7071547420965081,1.0
50,0.3140016570008265,0.36454018227008905,0.40182270091134975,0.8715824357912171,0.25849212924606246,0.1325600662800361,0.0,0.23943661971831093,0.7058823529411793,1.0
51,0.31587697423108624,0.3665835411471296,0.40897755610972486,0.8686616791354931,0.26184538653366485,0.13300083125519296,0.0,0.24023275145469866,0.708229426433915,1.0
52,0.3192019950124683,0.3707398171238544,0.43640897755610747,0.8736492103075639,0.26433915211969833,0.1330008312551922,0.0,0.24023275145469722,0.7073981712385677,1.0
53,0.31521739130434856,0.36789297658863124,0.43394648829431115,0.8704013377926417,0.26086956521739413,0.13377926421404934,0.0,0.24163879598662227,0.7031772575250815,1.0
54,0.3171548117154852,0.36987447698744774,0.4359832635983269,0.8686192468619277,0.2635983263598366,0.1338912133891244,0.0,0.2418410041841016,0.7012552301255237,1.0
55,0.31776480400333684,0.3686405337781492,0.43452877397831663,0.8698915763135955,0.2643869891576319,0.13344453711426518,0.0,0.24103419516263716,0.7247706422018358,1.0
56,0.3167082294264352,0.36741479634247853,0.433083956774732,0.8703241895261851,0.2626766417290079,0.13300083125519296,0.0,0.24023275145469866,0.71571072319202,1.0
57,0.30203045685279073,0.35448392554991215,0.3967851099830798,0.8705583756345131,0.24873096446700202,0.1167512690355312,0.0,0.2258883248730986,0.7013536379018604,1.0
58,0.3154811715481191,0.3682008368200817,0.43430962343096086,0.8669456066945616,0.26192468619247056,0.13389121338911844,0.0,0.2418410041841016,0.6995815899581576,1.0
59,0.32056619483763943,0.37302248126561216,0.4388009991673612,0.8676103247293931,0.26561199000832847,0.1332223147377216,0.0,0.24063280599500528,0.7010824313072486,1.0
60,0.3208333333333328,0.373333333333335,0.4358333333333317,0.8733333333333321,0.26583333333333053,0.13333333333333097,0.0,0.24083333333332949,0.7183333333333315,1.0
61,0.31517183570829704,0.3679798826487853,0.43419949706622096,0.87091366303437,0.2615255658005014,0.13411567476948608,0.0,0.24224643755239061,0.7032690695725065,1.0
62,0.31719532554257296,0.3681135225375646,0.4340567612687838,0.8714524207011717,0.26210350584307174,0.13355592654424345,0.0,0.24123539232053537,0.7045075125208689,1.0
63,0.3093645484949817,0.3620401337792647,0.42809364548495094,0.8678929765886334,0.255016722408027,0.1262541806020097,0.0,0.23411371237458328,0.7157190635451531,1.0
64,0.3126022913256935,0.3617021276595742,0.39934533551554746,0.8756137479541728,0.26022913256955604,0.1309328968903466,0.0,0.23649754500818426,0.711947626841241,1.0
65,0.31023102310230927,0.36056105610560973,0.4257425742574256,0.8770627062706259,0.25742574257425627,0.13201320132012961,0.0,0.23844884488448456,0.7120462046204639,1.0
66,0.30895645028759083,0.3590797041906311,0.4239934264585035,0.869350862777322,0.25390304026293986,0.13147082990961115,0.0,0.2374691865242414,0.723911257189812,1.0
67,0.3147540983606563,0.367213114754099,0.4081967213114796,0.8754098360655787,0.261475409836068,0.1311475409836097,0.0,0.23688524590164078,0.7114754098360679,1.0
68,0.31452282157676026,0.36597510373444025,0.43153526970954426,0.8705394190871326,0.258921161825723,0.13278008298755434,0.0,0.2398340248962657,0.704564315352697,1.0
69,0.31490787269682075,0.3676716917922881,0.41708542713568136,0.869346733668337,0.259631490787271,0.12897822445560805,0.0,0.23701842546063703,0.7395309882747015,1.0
70,0.31734006734006276,0.3703703703703677,0.43686868686869057,0.8703703703703737,0.26178451178451717,0.13047138047138115,0.0,0.23905723905724366,0.7020202020202033,1.0
71,0.3184873949579879,0.3722689075630241,0.4386554621848795,0.8764705882353011,0.2630252100840361,0.1336134453781566,0.0,0.24201680672268677,0.7336134453781565,1.0
72,0.3152542372881337,0.3677966101694993,0.4347457627118663,0.8703389830508433,0.26016949152542407,0.13559322033899143,0.0,0.24491525423728797,0.7008474576271251,1.0
73,0.29769033361847724,0.3507271171941811,0.41830624465354266,0.8699743370402041,0.24123182207014304,0.11035072711718649,0.0,0.22070145423438514,0.6988879384088924,1.0
74,0.30940594059405857,0.3605610561056076,0.4257425742574173,0.8737623762376193,0.25742574257425477,0.13201320132012884,0.0,0.23844884488448903,0.7343234323432328,1.0
75,0.30787977254264204,0.35824532900081596,0.42242079610072975,0.8773354995938286,0.25426482534525086,0.12997562956945352,0.0,0.23476848090983166,0.7359870024370396,1.0
76,0.3066343042071147,0.35679611650484777,0.4207119741100325,0.872977346278319,0.25161812297734254,0.12944983818770056,0.0,0.2338187702265403,0.7111650485436876,1.0
77,0.3083131557707744,0.3591606133978948,0.42292171105730353,0.8748991121872473,0.25585149313962224,0.1291364003228378,0.0,0.23325262308313194,0.7134786117836943,1.0
78,0.3049472830494757,0.35523114355231217,0.41930251419303194,0.8734793187347888,0.2506082725060914,0.12976480129765633,0.0,0.23438767234387714,0.7112733171127386,1.0
79,0.30519480519480924,0.3555194805194827,0.40340909090909105,0.8741883116883107,0.2516233766233786,0.12987012987012717,0.0,0.2345779220779234,0.7207792207792254,1.0
80,0.30938775510203465,0.3600000000000037,0.42448979591836605,0.8751020408163328,0.2563265306122403,0.130612244897957,0.0,0.23591836734694108,0.7265306122449018,1.0
81,0.30831973898858106,0.35889070146818763,0.42332789559543704,0.8752039151712955,0.2553017944535095,0.13050570962480498,0.0,0.2357259380097893,0.712071778140298,1.0
82,0.30983606557377086,0.3598360655737651,0.42459016393442717,0.8778688524590156,0.25655737704917086,0.13114754098360387,0.0,0.23688524590162913,0.7139344262295049,1.0
83,0.3075657894736899,0.35855263157895073,0.42351973684210287,0.8741776315789435,0.2541118421052711,0.13157894736842904,0.0,0.23766447368421015,0.7203947368421043,1.0
84,0.31054365733113326,0.3616144975288366,0.40609555189455976,0.873146622734764,0.2578253706754553,0.13179571663920656,0.0,0.23805601317957314,0.7084019769357499,1.0
85,0.3109105824446206,0.3609515996718621,0.4257588187038505,0.8744872846595516,0.2575881870385517,0.13125512715340226,0.0,0.2370795734208391,0.7104183757178046,1.0
86,0.31105610561056807,0.3613861386138624,0.4166666666666735,0.8721122112211215,0.2582508250825095,0.13201320132012884,0.0,0.23844884488448903,0.7070957095709546,1.0
87,0.3145695364238377,0.3658940397350941,0.43129139072847805,0.8700331125827842,0.260761589403972,0.13245033112582516,0.0,0.23923841059602802,0.7251655629139122,1.0
88,0.31731565865783534,0.3695111847556001,0.43164871582435577,0.8724109362054719,0.26263463131731996,0.13256006628004122,0.0,0.23943661971830954,0.7067108533554293,1.0
89,0.2984693877551008,0.3511904761904849,0.4183673469387786,0.8673469387755175,0.24404761904762387,0.11309523809524623,0.0,0.22278911564625853,0.697278911564631,1.0
90,0.2958226768968403,0.3486786018755253,0.41602728047740734,0.864450127877233,0.2395566922421068,0.10656436487638517,0.0,0.21653878942880672,0.6973572037510627,1.0
91,0.3160493827160525,0.3670781893004131,0.4320987654320956,0.8691358024691413,0.2625514403292226,0.13168724279835228,0.0,0.23786008230453007,0.7045267489711952,1.0
92,0.3150123051681724,0.36423297785068953,0.41591468416734473,0.8728465955701379,0.26168990976209183,0.13125512715340226,0.0,0.2370795734208391,0.7087776866283793,1.0
93,0.3064250411861617,0.3558484349258554,0.4209225700164714,0.8747940691927503,0.2512355848434868,0.12355848434925176,0.0,0.22981878088961835,0.718286655683691,1.0
94,0.3111658456486074,0.3612479474548528,0.4261083743842397,0.8727422003284067,0.25615763546798925,0.13136288998358814,0.0,0.23727422003284124,0.7085385878489302,1.0
95,0.3132231404958734,0.3644628099173593,0.42975206611570144,0.8685950413223201,0.26033057851239616,0.13223140495867555,0.0,0.23884297520661402,0.7033057851239698,1.0
96,0.3093645484949876,0.36120401337792885,0.42725752508360915,0.870401337792641,0.25501672240802103,0.1220735785953186,0.0,0.22993311036789812,0.711538461538462,1.0
97,0.3169307756463687,0.3694745621351114,0.43536280233528474,0.8682235195996652,0.2627189324437016,0.13344453711425924,0.0,0.24103419516263716,0.7372810675562984,1.0
98,0.3196308724832235,0.3724832214765144,0.43875838926174426,0.8733221476510091,0.26426174496644256,0.13171140939597095,0.0,0.2399328859060428,0.7189597315436278,1.0
99,0.31760741364784845,0.370682392586351,0.43723673125527085,0.8694187026116247,0.2620050547598934,0.13479359730412546,0.0,0.24347093513058304,0.7009267059814619,1.0
100,0.30008598452278995,0.35425623387789607,0.42218400687876273,0.8667239896818559,0.24247635425623154,0.10920034393808745,0.0,0.22012037833190107,0.6947549441100559,1.0
101,0.3140972794723843,0.3643858202802929,0.42951360263809024,0.8713932399010779,0.25968672712283536,0.13190436933223199,0.0,0.23825226710635034,0.7065127782357821,1.0
102,0.3113284433577783,0.36104319478402735,0.4254278728606322,0.870415647921766,0.2575387123064311,0.1303993480032583,0.0,0.23553382233087997,0.7220863895680547,1.0
103,0.31098546042003655,0.3602584814216578,0.4240710823909579,0.8731825525040415,0.2576736672051718,0.1292407108239183,0.0,0.23344103392568788,0.7116316639741523,1.0
104,0.3076923076923068,0.356570512820506,0.39182692307692507,0.868589743589743,0.25400641025640375,0.128205128205125,0.0,0.23157051282051314,0.7083333333333309,1.0
105,0.30725806451612697,0.3564516129032291,0.39838709677419043,0.8717741935483831,0.2532258064516168,0.12903225806451243,0.0,0.23306451612903173,0.7104838709677369,1.0
106,0.3045930701047544,0.3545527800161143,0.41821112006446864,0.8694601128122432,0.2506043513295787,0.1289282836422213,0.0,0.2328767123287684,0.7082997582594723,1.0
107,0.3052373158756155,0.35515548281505277,0.4198036006546659,0.8707037643207854,0.25122749590834703,0.13093289689034002,0.0,0.23649754500818287,0.7225859247135756,1.0
108,0.314238952536823,0.3649754500818405,0.42962356792144196,0.8682487725040915,0.26022913256956615,0.13093289689035165,0.0,0.23649754500818287,0.7045826513911606,1.0
109,0.3140016570008305,0.36536868268434103,0.41176470588235015,0.8666114333057164,0.2601491300745693,0.12676056338028566,0.0,0.23363711681856575,0.7009113504556737,1.0
110,0.3200332502078092,0.37157107231919595,0.4372402327514557,0.8678304239401552,0.26683291770573647,0.13300083125519374,0.0,0.24023275145470008,0.7356608478802986,1.0
111,0.32077051926298905,0.37185929648241345,0.43802345058627234,0.871021775544392,0.2663316582914549,0.1331658291457334,0.0,0.2412060301507624,0.7035175879396998,1.0
112,0.302426343154238,0.3561525129982569,0.4246100519930645,0.8630849220103971,0.2461005199306696,0.1126516464471368,0.0,0.2244367417677653,0.7391681109185417,1.0
113,0.31271477663230574,0.3668384879725017,0.43470790378006835,0.8711340206185519,0.2585910652920976,0.12285223367697637,0.0,0.23367697594502168,0.7182130584192418,1.0
114,0.3211243611584269,0.373083475298126,0.4403747870528049,0.8688245315161757,0.2640545144804093,0.13628620102214284,0.0,0.24616695059625202,0.6984667802384911,1.0
115,0.3206106870229003,0.372349448685332,0.43935538592027124,0.8702290076335831,0.26632739609839406,0.13570822731127763,0.0,0.24512298558100168,0.7294317217981323,1.0
116,0.318718381112983,0.3701517706576767,0.43676222596964387,0.8735244519392877,0.26391231028667833,0.1349072512647518,0.0,0.2436762225969644,0.7048903878583419,1.0
117,0.3154362416107322,0.3666107382550337,0.41359060402684383,0.8682885906040291,0.26006711409396316,0.134228187919461,0.0,0.24244966442953286,0.7005033557046968,1.0
118,0.31909547738693417,0.37018425460635856,0.4095477386934582,0.869346733668337,0.2654941373534275,0.13400335008374895,0.0,0.24204355108877793,0.7018425460636449,1.0
119,0.304753820033952,0.35653650254669156,0.42359932088284924,0.8675721561969507,0.24872665534805352,0.11629881154499216,0.0,0.22580645161290827,0.7215619694397252,1.0
120,0.31618257261410854,0.3668049792531186,0.43236514522821706,0.8697095435684675,0.2622406639004174,0.13278008298756103,0.0,0.23983402489626712,0.707053941908718,1.0
121,0.31674958540630516,0.3673300165837452,0.4328358208955259,0.8706467661691497,0.262852404643443,0.13266998341624892,0.0,0.2396351575456059,0.7213930348258726,1.0
122,0.31644518272425437,0.36877076411960547,0.4343853820597998,0.8737541528239188,0.26245847176080084,0.13289036544850286,0.0,0.24003322259136464,0.7267441860465156,1.0
123,0.3129139072847687,0.3642384105960251,0.41225165562914345,0.873344370860934,0.2582781456953626,0.13245033112582516,0.0,0.23923841059602802,0.7334437086092807,1.0
124,0.3108552631578847,0.3618421052631578,0.4268092105263107,0.8733552631578971,0.25740131578946523,0.1315789473684189,0.0,0.23766447368420124,0.7088815789473676,1.0
125,0.30781758957654515,0.35830618892508864,0.3990228013029362,0.8754071661237747,0.2557003257329031,0.1302931596091284,0.0,0.2353420195439735,0.7125407166123728,1.0
126,0.3066343042071227,0.35679611650485515,0.4207119741100277,0.8737864077669859,0.25323624595469363,0.12944983818769906,0.0,0.2338187702265376,0.7119741100323563,1.0
127,0.30490748189862604,0.35398230088495536,0.41753821399838564,0.8680611423974238,0.2510056315366041,0.12872083668543624,0.0,0.2325020112630639,0.7071600965406228,1.0
128,0.305691056910564,0.3560975609756147,0.4203252032520327,0.8756097560975667,0.251219512195122,0.13008130081300645,0.0,0.2349593495934991,0.7130081300813029,1.0
129,0.3086319218241096,0.3583061889250812,0.42263843648209104,0.873778501628663,0.25325732899022335,0.13029315960911833,0.0,0.2353420195439762,0.7174267100977233,1.0
130,0.31419196062345606,0.3658736669401107,0.43068088597211,0.870385561936013,0.2584085315832613,0.13125512715340074,0.0,0.23707957342083635,0.7063166529942563,1.0
131,0.3170933113129614,0.3691164327002461,0.4343517753922419,0.868703550784472,0.26259289843105593,0.13212221304707608,0.0,0.23864574731626625,0.7035507844756358,1.0
132,0.32033195020746574,0.3726141078838163,0.4381742738589148,0.8746887966805008,0.2647302904564341,0.13278008298754923,0.0,0.23983402489626712,0.7087136929460585,1.0
133,0.3173803526448357,0.3711167086482001,0.4374475230898402,0.8732157850545794,0.2611251049538257,0.1343408900084051,0.0,0.24265323257766655,0.7304785894206572,1.0
134,0.3184121621621589,0.3724662162162071,0.43918918918918676,0.8741554054054044,0.2626689189189134,0.13513513513513253,0.0,0.2440878378378396,0.7052364864864827,1.0
135,0.3179530201342222,0.3708053691275131,0.4370805369127549,0.8699664429530184,0.2592281879194625,0.134228187919461,0.0,0.24244966442953286,0.7214765100671178,1.0
136,0.3103727714748762,0.36223662884927443,0.40113452188007026,0.8776337115072959,0.255267423014586,0.12965964343597836,0.0,0.23419773095624208,0.7309562398703443,1.0
137,0.29913180741909384,0.34885556432517323,0.41120757695343524,0.8531965272296815,0.24546172059983729,0.12628255722178144,0.0,0.22809786898184878,0.6953433307024491,1.0
138,0.3420577617328551,0.39981949458484695,0.47111913357401053,0.8826714801444089,0.2761732851985654,0.1444043321299731,0.0,0.26083032490974767,0.7021660649819521,1.0
139,0.3147973609802125,0.3751178133835993,0.41376060320453356,0.9575871819038758,0.24882186616399393,0.10084825636192275,0.0,0.22243166823751725,0.7926484448633495,1.0
140,0.3168411037107453,0.37678401522360505,0.45195052331114693,0.9134157944814398,0.24928639391055799,0.11132254995244228,0.0,0.23406279733587587,0.7231208372978188,1.0
141,0.3267522211253575,0.3889437314906253,0.46692991115496774,0.9516288252714646,0.25863770977295075,0.11549851924974296,0.0,0.24284304047381997,0.7541954590325545,1.0
142,0.2724333063864111,0.3225545675020231,0.38641875505253215,0.8391269199676531,0.21422797089732212,0.09943411479384881,0.0,0.20371867421178835,0.6774454324979768,1.0
143,0.27688603531300493,0.3274478330658052,0.3908507223113983,0.8402889245585979,0.22231139646869266,0.10353130016050775,0.0,0.2070626003210155,0.6797752808988707,1.0
144,0.2969745222930086,0.3463375796178361,0.4092356687898168,0.8550955414012835,0.24203821656051114,0.12738853503184439,0.0,0.23009554140128632,0.6958598726114611,1.0
145,0.30298146655922686,0.3521353746978299,0.3900080580177304,0.8670427074939415,0.24899274778404032,0.12892828364221984,0.0,0.23287671232877716,0.7058823529411724,1.0
146,0.2836820083682013,0.33556485355647225,0.40167364016735774,0.870292887029287,0.2251046025104661,0.10460251046025164,0.0,0.21255230125522354,0.7029288702928939,1.0
147,0.30731306491372223,0.35825801150370795,0.4231717337715636,0.8759244042728151,0.2530813475760038,0.13147082990961267,0.0,0.2374691865242325,0.7115858668857818,1.0
148,0.31188118811880305,0.3622112211221097,0.4273927392739318,0.879537953795366,0.2566006600659913,0.1320132013201304,0.0,0.2384488448844801,0.7145214521452089,1.0
149,0.31109257714763555,0.3619683069224296,0.4278565471226021,0.8765638031693123,0.2552126772310329,0.13344453711425766,0.0,0.24103419516264615,0.7097581317764724,1.0
150,0.312447786131992,0.36340852130325924,0.4294068504594657,0.8713450292397457,0.25730994152046116,0.13366750208855158,0.0,0.24143692564744076,0.7042606516290622,1.0
151,0.31795302013424226,0.36996644295301995,0.43624161073826095,0.8674496644295419,0.2634228187919626,0.1342281879194594,0.0,0.24244966442954188,0.6996644295301997,1.0
152,0.31249999999998934,0.3655821917808224,0.4332191780822002,0.8724315068493119,0.25770547945204914,0.12243150684931796,0.0,0.2328767123287641,0.7448630136986237,1.0
153,0.31357388316151563,0.3659793814433079,0.4338487972508738,0.863402061855679,0.25601374570446545,0.12800687285223272,0.0,0.2388316151202889,0.6915807560137422,1.0
154,0.304119193689748,0.359333917616142,0.4206836108676687,0.8597721297107854,0.24802804557406716,0.10867659947416435,0.0,0.22173531989483786,0.6844872918492485,1.0
155,0.3284982935153514,0.3813993174061224,0.44880546075083905,0.8711604095563047,0.2730375426621109,0.13651877133105544,0.0,0.2465870307167133,0.7005119453924915,1.0
156,0.32416165090284266,0.37919174548581114,0.447119518486677,0.8727429062768502,0.267411865864148,0.13757523645743344,0.0,0.2484952708512335,0.7377472055030061,1.0
157,0.3195521102497678,0.37295434969852903,0.44099913867355717,0.8708010335917266,0.262704565030152,0.13522825150730583,0.0,0.24633936261843328,0.6985357450473783,1.0
158,0.3112068965517164,0.36293103448275305,0.4,0.8672413793103476,0.2534482758620793,0.12413793103448782,0.0,0.23534482758620426,0.6948275862069085,1.0
159,0.31374172185429733,0.3642384105960251,0.40894039735099375,0.873344370860934,0.2599337748344316,0.13245033112582516,0.0,0.23923841059601628,0.7342715231788093,1.0
160,0.30239999999998873,0.35119999999999435,0.41440000000000055,0.8624000000000024,0.2503999999999905,0.12799999999999728,0.0,0.2311999999999898,0.7023999999999887,1.0
161,0.29687499999999617,0.34531249999998315,0.40703124999998913,0.8445312499999905,0.246093749999998,0.12499999999999722,0.0,0.22578124999998986,0.6882812499999995,1.0
162,0.27572347266880176,0.32636655948553533,0.389871382636667,0.8400321543408261,0.22025723472668887,0.10209003215434853,0.0,0.20578778135048253,0.679260450160771,1.0
163,0.27338709677421336,0.3241935483871067,0.3879032258064673,0.8395161290322722,0.21693548387097056,0.09758064516129712,0.0,0.20161290322580497,0.6903225806451747,1.0
164,0.29166666666666946,0.3411949685534518,0.3820754716981217,0.8435534591194896,0.2389937106918218,0.12578616352200794,0.0,0.22720125786164402,0.6863207547169853,1.0
165,0.2921259842519576,0.3409448818897629,0.40314960629921875,0.8440944881889906,0.23779527559054867,0.12598425196850305,0.0,0.22755905511810348,0.6866141732283451,1.0
166,0.30152365677626347,0.35124298315959235,0.39053728949480165,0.8636728147554246,0.24859663191659886,0.12830793905374754,0.0,0.2317562149158079,0.7032878909382515,1.0
167,0.30718954248366664,0.35866013071895153,0.4232026143790891,0.8750000000000058,0.25245098039215697,0.13071895424836436,0.0,0.23611111111110272,0.7442810457516414,1.0
168,0.31296449215523997,0.3641618497109894,0.4293971924029633,0.8711808422791251,0.25846407927332143,0.13212221304706742,0.0,0.23864574731626012,0.7060280759702732,1.0
